Species Name ,Authority / Year,Characters:,Description,Colour:,Color,Habitat:,Habitat,Abundance:,Abundance
Hydnophora microconos,"(Lamarck, 1816)",Characters:,"Colonies are massive and rounded, with small uniform monticules 2-3 millimetres diameter. Polyps are not extended during the day.",Colour:,"Dull cream, brown or green.",Habitat:,All reef environments but primarily in lagoons and protected slopes in the Pacific and wave washed reef flats in the Red Sea.,Abundance:,Uncommon.
Hydnophora pilosa,"Veron, 1985",Characters:,"Small colonies have encrusting, laminar or submassive bases with short columns or branches. Large colonies are hemispherical, consisting of compact fused branches. Branches are sometimes flattened towards their tips. Monticules are low and rounded and sometimes little-developed. Tentacles are extended day and night; they are long and shaggy and of uniform length.",Colour:,"Polyps are dark brown or blue-grey, tentacles have white tips.",Habitat:,Shallow reef environments protected from strong wave action.,Abundance:,Sometimes common and may form extensive single species stands.
Hydnophora rigida,"(Dana, 1846)",Characters:,"Colonies are composed of irregular, usually flattened branches with or without encrusting bases. Monticules are usually fused into ridges down branch sides. Main branches are 7-12 millimetres thick.",Colour:,Cream or green.,Habitat:,"Shallow reef environments, especially lagoons and protected reef slopes.",Abundance:,Rare.
Indophyllia macassarensis,"Best and Hoeksema, 1987",Characters:,"Solitary, free-living when mature, up to 45 millimetres diameter. Walls are indistinct beneath the septo-costae, which are in three orders. Teeth are large and lobed. Columellae are broad and compact. A paliform crown may be distinguishable. Tentacles are fleshy and transparent, making it possible to see the underlying skeleton.",Colour:,Usually pale brown of cream.,Habitat:,Deep sandy substrates where other free-living corals are found.,Abundance:,Usually uncommon.
Isophyllia rigida,"(Dana, 1846)",Characters:,"Colonies are massive and cerioid or have several centres in a short series. Columellae are rudimentary. Septa are thin, with pointed fine teeth.",Colour:,Usually mottled grey-green with valleys and walls of contrasting colours.,Habitat:,"Most reef environments, but especially surge channels.",Abundance:,Uncommon.
Isophyllia sinuosa,"(Ellis and Solander, 1786)",Characters:,"Colonies are massive and meandroid, with short, sinuous valleys. Septa are thin, with pointed fine teeth. Columella centres are hardly distinguishable.",Colour:,"Usually light green, lavender or yellow, with valleys and walls of contrasting colours.",Habitat:,Shallow protected reef environments.,Abundance:,Common.
Isopora brueggemanni,"(Brook, 1891)",Characters:,Colonies are prostrate or irregularly branched. Branches taper towards their ends. There may be one or more axial corallites which are almost immersed. Radial corallites are smooth and rounded. The coenosteum is smooth and composed of fine spinules with elaborated tips.,Colour:,Pale or dark brown with pale corallites.,Habitat:,"Shallow water, especially exposed upper reef slopes and sand flats.",Abundance:,Common in Indonesia.
Isopora crateriformis,"(Gardiner, 1898)",Characters:,"Colonies are solid encrusting plates sometimes over one metre diameter. Plates are covered by corallites of irregular sizes and shapes, sometimes with a tendency to form short branchlets. Axial, incipient axial and radial corallites all intergrade and all corallites are smooth and rounded.",Colour:,"Pale brown, commonly with pink or blue margins.",Habitat:,"Shallow reef environments, especially reef flats exposed to strong wave action.",Abundance:,"Common, but less so than ."
Isopora cuneata,"(Dana, 1846)",Characters:,"Colonies are generally submassive or solid plates, usually without axial corallites. Multiple axial corallites, if present, are on branch margins. Corallites are smooth, rounded and not very exsert. The coenosteum is composed of fine spinules with elaborated tips.",Colour:,Pale cream or brown.,Habitat:,"Occurs in all reef environments, especially upper reef slopes and reef flats.",Abundance:,"Common in Papua New Guinea, uncommon elsewhere."
Isopora cylindrica,"(Veron and Fenner, 2000)",Characters:,Colonies have thick sturdy branches which are circular in cross section and form clumps that may be several metres across. Branches slightly taper and have a single dome-shaped axial corallite. Radial corallites are small and immersed. The coenosteum is smooth.,Colour:,Dark brown with white branch ends.,Habitat:,"Shallow water, especially exposed upper reef slopes and flats.",Abundance:,Common.
Isopora elizabethensis,"(Veron, 2000)",Characters:,"Colonies are columnar or consist of thick irregular upright branches. Branches divide at infrequent intervals and sometimes fuse. One or more poorly defined axial corallites are formed at branch ends. Incipient axial corallites form along ridges. Radial corallites are tubular and irregular in length, giving branch surfaces a rough texture. The coenosteum is composed of fine spinules with elaborated tips.",Colour:,Pale to dark brown.,Habitat:,Shallow reef environments and rocky foreshores.,Abundance:,The most abundant coral of the northern Great Barrier Reef where it is the dominant species of most exposed outer reef slopes. Usually less dominant elsewhere in Australia and most other countries.
Isopora palifera,"(Lamarck, 1816)",Characters:,"Colonies are encrusting plates or thick ridges, columns or branches. Branches are usually upright, but are commonly horizontal or irregular in shape, depending on exposure to wave action. There are usually no axial corallites. Corallites are smooth, rounded and exsert. The coenosteum is composed of fine spinules with elaborated tips.",Colour:,Pale cream or brown.,Habitat:,Occurs in all reef environments.,Abundance:,Locally common.
Isopora togianensis,"(Wallace, 1997)",Characters:,Colonies have thick sturdy branches which are circular in cross section and diverge from a solid base. Branches slightly taper and have a single dome-shaped axial corallite. Radial corallites are small and immersed. The coenosteum is composed of fine spinules with elaborated tips which are raised into -like tuberculae.,Colour:,Dark brown with white branch ends.,Habitat:,"Shallow water, especially exposed upper reef slopes and flats.",Abundance:,"Rare, except at Cocos (Keeling) Atoll."
Leptastrea aequalis,"Veron, 2000",Characters:,"Colonies are massive to encrusting. Corallites are rounded and clearly plocoid, with thick walls. Corallites are often uniformly inclined on the colony surface. Septa are in two indistinct orders, primary septa being numerous and equal. ‘Groove and tubercle' formations are rare.",Colour:,Cream with dark calices.,Habitat:,Shallow reef environments.,Abundance:,Sometimes locally abundant.
Leptastrea bewickensis,"Veron, Pichon and Wijsman-Best, 1977",Characters:,"Colonies are massive, flat or hillocky. Septa are in unequal cycles with approximately six widely spaced exsert primary septa plunging down to a small columella. Columellae are simple fused ridges. Tentacles are sometimes partly extended during the day.",Colour:,"Dark grey, tan or brown.",Habitat:,Sheltered reef environments.,Abundance:,Uncommon.
Leptastrea bottae,"(Milne Edwards and Haime, 1849)",Characters:,"Colonies are massive to encrusting. Corallites are cylindrical, separated only by a groove. Septa are in three cycles, the longest being distinctive and exsert. ‘Groove and tubercle’ formations are sometimes well developed.",Colour:,White or cream with darker calices.,Habitat:,Shallow reef environments.,Abundance:,Uncommon.
Leptastrea inaequalis,"Klunzinger, 1879",Characters:,"Colonies are massive and plocoid, with small barrel-shaped corallites (usually up to 3 mm diameter but occasionally 5 mm) of varying appearance, irregularly separated by deep grooves. Septa are in two (rarely three) unequal cycles, primary septa being wedge-shaped. ‘Groove and tubercle’ formations are usually well developed.",Colour:,"Usually combinations of cream, green and yellow, with darker calices.",Habitat:,A wide range of reef environments.,Abundance:,Uncommon.
Leptastrea pruinosa,"Crossland, 1952",Characters:,"Colonies are generally flat with angular, cerioid corallites. Septa are in distinctive cycles and have granulated sides and margins. Tentacles are usually extended during the day.",Colour:,Commonly chocolate brown or pink with green or cream calices.,Habitat:,Shallow clear water.,Abundance:,Common.
Leptastrea purpurea,"(Dana, 1846)",Characters:,"Colonies are generally flat with angular, cerioid corallites which vary in size within the same colony. Colonies on reef flats may have several corallites in shallow valleys. Septa are tightly compact, approximately similar in size, and have margins that slope uniformly towards the corallite centre. Columellae are small and compact.",Colour:,"Usually pale yellow, greenish or cream on the upper surface and dark sides.",Habitat:,A wide range of reef environments.,Abundance:,Uncommon.
Leptastrea transversa,"Klunzinger, 1879",Characters:,"Colonies are generally flat with angular, cerioid corallites. Septa are not tightly compact and plunge steeply near the columella. Columellae consist of a few pinnules aligned in a row and often fused.",Colour:,"Usually grey, green or yellow with dark sides to the colony.",Habitat:,A wide range of reef environments.,Abundance:,Uncommon.
Leptoria irregularis,"Veron, 1990",Characters:,"Colonies are submassive or laminar, up to 1.5 metres across. Valleys are 3-4 millimetres wide, usually perpendicular to colony margins, becoming sinuous towards the colony centre. Septa are irregular, with strong teeth. Columellae do not form centres and are not laminar.",Colour:,Pale blue-grey to translucent white.,Habitat:,Upper reef slopes.,Abundance:,"Common, especially on upper reef slopes."
Leptoria phrygia,"(Ellis and Solander, 1786)",Characters:,"Colonies are massive, submassive or ridged, occasionally columnar, with an even surface and dense skeleton. Corallite valleys are sinuous and uniform. Septa are uniformly spaced and are of equal size. Columellae are plate-like with a lobed upper margin and do not form centres.",Colour:,"Cream, brown or green, with walls and valleys of contrasting colours.",Habitat:,Occurs in most reef environments except where the water is turbid.,Abundance:,Rare.
Leptoseris amitoriensis,"Veron, 1990",Characters:,Colonies are tiers or whorls of broad fronds with fluted edges. Corallites are widely spaced and are approximately in rows parallel to the frond margins. They are small and superficial becoming smaller towards the frond margins.,Colour:,Pale to dark brown.,Habitat:,Lower reef slopes protected from wave action.,Abundance:,Seldom seen by divers.
Leptoseris cailleti,"(Duchassaing and Michelotti, 1864)",Characters:,"Colonies are horizontal, unifacial, subdividing fronds which are highly twisted and may fuse. Corallites are aligned on the centre of narrow parts of fronds or several may be aligned transversely on broad parts. They are strongly outwardly inclined.",Colour:,Pale brown.,Habitat:,Restricted to deep water (below 30 metres).,Abundance:,Sometimes common.
Leptoseris cucullata,"(Ellis and Solander, 1786)",Characters:,"Colonies are flat plates which may be encrusting or tiered. Corallites are closely compacted, large, outwardly inclined, with a tendency to form concentric rows. Septo-costae strongly alternate.",Colour:,"Brown, sometimes with pale margins and/or pale corallite centres.",Habitat:,Shallow or deep reef environments.,Abundance:,Uncommon.
Leptoseris explanata,"Yabe and Sugiyama, 1941",Characters:,"Colonies are composed of unifacial laminae which may be horizontal with entire or lobed margins, or contorted and partly upright. Corallites are widely spaced and outwardly inclined. Long and short septo-costae alternate strongly and form fine but conspicuous radiating striations.",Colour:,"Pale brown or yellow-brown, often with white margins.",Habitat:,"Usually found on vertical or overhung faces, especially of lower reef slopes.",Abundance:,Uncommon.
Leptoseris foliosa,"Dinesen, 1980",Characters:,"Colonies are laminar, either encrusting or in whorls or tiers, with or without radiating folds. Corallites are in irregular rows parallel to the margins. They are outwardly inclined, small and shallow. Columellae are conspicuous. Septo-costae are fine.",Colour:,"Cream or brown, often pale colours in the Red Sea.",Habitat:,Usually found on vertical or overhung walls.,Abundance:,Uncommon.
Leptoseris gardineri,"van der Horst, 1921",Characters:,"Colonies are horizontal, unifacial, subdividing fronds. Stands may be over 10 metres across. Corallites are aligned on the centre of narrow parts of fronds or several may be aligned transversely on broad parts. They are outwardly inclined.",Colour:,Pale cream or orange-brown.,Habitat:,Usually occurs on lower reef slopes with soft substrates.,Abundance:,Uncommon.
Leptoseris hawaiiensis,"Vaughan, 1907",Characters:,"Colonies are foliose to encrusting laminae. Corallites are deep and rounded, irregularly distributed and mostly outward facing. A central corallite is often distinguishable, especially in small colonies where peripheral corallites may be small or absent. Septo-costae are even, giving the coenosteum a smooth appearance.",Colour:,"Brown or green, sometimes mottled.",Habitat:,Usually found on vertical or overhanging walls.,Abundance:,Uncommon.
Leptoseris incrustans,"(Quelch, 1886)",Characters:,"Colonies are primarily encrusting but may develop broad explanate laminae. These laminae often have radiating ridges. Corallites are small, closely compacted and superficial. The coenosteum commonly has -like monticules. Septo-costae are thin and equal, giving colonies a smooth surface. Columellae are small styles.",Colour:,Pale to dark brown or greenish-brown.,Habitat:,Shallow reef environments.,Abundance:,Rare.
Leptoseris kalayaanensis,"Licuanan and Aliño, 2009",Characters:,"Colonies are mostly encrusting but forming unifacial laminae. Corallites are elliptical 1.8-3.6 mm diameter, with a deep central fossa . Septocostae are of similar siz, compact and irregularly fuse or are petalloid. Columellae are small. The colony surface is dominated by prominent tuberculae-like spines which do not contain corallites.",Colour:,Cream or tan.,Habitat:,Reef habitats.,Abundance:,Sometimes common.
Leptoseris mycetoseroides,"Wells, 1954",Characters:,Colonies are encrusting or laminar plates which frequently exceed one metre across. Plates have small irregular folds on the surface. Corallites are crowded between the folds except towards the periphery where they are aligned in rows parallel to the margins. They are outwardly inclined. Septo-costae are fine and even.,Colour:,"Mottled brown and green, usually dark colours if shaded.",Habitat:,"Reef slopes protected from wave action, especially steeply sloping or vertical walls.",Abundance:,Usually uncommon but may be a dominant species.
Leptoseris papyracea,"(Dana, 1846)",Characters:,"Colonies are delicate, unifacial, contorted, irregularly divided fronds, each frond having just a few corallites. Tentacles are sometimes extended during the day.",Colour:,Pale brown upper surface. Pale brown or white undersurface.,Habitat:,"Usually restricted to inter-reef areas on soft horizontal substrates where there is little sediment movement, but occasionally occurs in shallow habitats between the branches of other corals.",Abundance:,Usually uncommon.
Leptoseris scabra,"Vaughan, 1907",Characters:,Colonies are composed of foliose to encrusting unifacial laminae which may become highly contorted forming hollow columns or tubes. A central corallite may be distinguishable. Corallites become more widely spaced towards the colony perimeter. They are irregular and usually outwardly inclined. Long and short septo-costae strongly alternate and are interlinked in complex patterns.,Colour:,"Dull grey, brown or green, usually with white margins.",Habitat:,Usually found on vertical or overhung walls in deeper water.,Abundance:,Uncommon.
Leptoseris solida,"(Quelch, 1886)",Characters:,Colonies are encrusting and do not have a conspicuous central corallite. The surface may be folded and sometimes forms tubes. Corallites are inclined towards the colony margins and are distributed irregularly. Corallites have small openings. Septo-costae are granulated and alternate. Those of adjacent corallites commonly join to form angular lines. Corallite-like mounds commonly occur between corallites.,Colour:,Brown with white margins.,Habitat:,Reef slopes.,Abundance:,Rare.
Leptoseris striata,"Fenner and Veron, 2000",Characters:,"Colonies are small (less than 50 mm across), partly encrusting and have one or several conspicuous central corallites. Peripheral corallites are small or may be absent. Peripheral corallites are inclined towards the colony margins and are distributed irregularly. They have small openings. Septo-costae are granulated and strongly alternate. These radiate from the central corallites giving the colony a striped appearance.",Colour:,Brown or yellowish with white margins and white tops to costae.,Habitat:,Deep reef slopes.,Abundance:,Uncommon.
Leptoseris tubulifera,"Vaughan, 1907",Characters:,"Colonies are horizontal to vertical, unifacial, broad, irregular fronds. Fronds form upright cylindrical tubes which may be tall and branched. Corallites are irregular and only slightly outwardly inclined.",Colour:,Pale- or orange-brown.,Habitat:,Deep water.,Abundance:,Uncommon but conspicuous.
Leptoseris yabei,"(Pillai and Scheer, 1976)",Characters:,"Colonies are laminar, in whorls or tiers or vase-shaped. They are commonly over one metre across. Corallites are enclosed in rectangular pockets formed between radiating ridges and low walls which are parallel to frond margins. Septo-costae are moderately exsert and alternate.",Colour:,"Usually pale brown or yellowish, sometimes with white margins.",Habitat:,Usually found on flat substrates.,Abundance:,Usually uncommon.
Lithophyllon lobata,"(van der Horst, 1921)",Characters:,"Usually only one large central corallite is formed and this is distinctive. Peripheral corallites are usually much smaller. Sometimes there is a small cluster of central corallites. Septo-costae radiate from the central corallite, are thin, wavy and exsert and may have tentacular lobes.",Colour:,"Brown, may be mottled.",Habitat:,Reef environments and rocky foreshores.,Abundance:,Uncommon.
Lithophyllon mokai,"Hoeksema, 1989",Characters:,"Colonies are small (up to 80 mm across), attached and encrusting. A central corallite is usually distinguishable in small colonies. Septo-costae are similar to those of . Tentacles are usually extended only at night.",Colour:,Usually tan.,Habitat:,Shallow reef environments.,Abundance:,Usually uncommon.
Lithophyllon undulatum,"Rehberg, 1892",Characters:,Colonies are encrusting or form flat laminae with lobed margins. There is usually no central corallite. Septo-costae are thin and exsert.,Colour:,"Deep green or brown in the northern part of the range, dark blue with white corallite centres in the southern part.",Habitat:,Reef environments and rocky foreshores.,Abundance:,Sometimes common.
Lobophyllia corymbosa,"(Forskål, 1775)",Characters:,"Colonies are flat or hemispherical and mostly phaceloid with one to three centres per branch. They seldom exceed 0.5 metres across except in the Red Sea where they commonly exceed 2 metres. Calices are deep, with well defined walls. Septa are thick near the walls and thin within the calice. Septal teeth are tall and blunt, decreasing in size towards the columella.",Colour:,"Greenish brown, grey or mustard, usually with pale centres.",Habitat:,Upper reef slopes.,Abundance:,Uncommon.
Lobophyllia dentatus,"Veron, 2000",Characters:,"Colonies are flat to hemispherical and up to 2 metres across. They have tusk-like, elongate, closely compacted monocentric corallites. Individual corallites unite only at the base of the colony. Primary septa are very exsert, with long teeth. The exsert primary septa have a spoke-like appearance underwater.",Colour:,Uniform grey.,Habitat:,Upper reef slopes and lagoons.,Abundance:,Uncommon.
Lobophyllia diminuta,"Veron, 1985",Characters:,"Colonies are small, flat or dome-shaped. Corallites are phaceloid and usually monocentric, but may have up to three centres. Corallites average 16 millimetres diameter. Septal teeth are few in number but are long and conspicuous. Columellae are circular or oval and are well developed.",Colour:,"Mottled orange, green or white, usually with pale mouths.",Habitat:,Upper reef slopes and lagoons.,Abundance:,Usually uncommon.
Lobophyllia flabelliformis,"Veron, 2000",Characters:,"Colonies are large, usually dome-shaped. They are flabello-meandroid with closely compacted elongate valleys. Despite a robust appearance, large colonies readily break apart. Polyps have a thick fleshy mantle which obscures the underlying skeletal structure and thus this species appears to be a  underwater. If the mantle is touched it retracts revealing the underlying growth-form, where valleys have no walls in common. The mantle is covered with elongate papillae that may resemble tentacles.",Colour:,Uniform dark grey-brown.,Habitat:,Most shallow reef environments.,Abundance:,Uncommon.
Lobophyllia hataii,"Yabe, Sugiyama and Eguchi, 1936",Characters:,"Colonies are flabello-meandroid at the periphery, and submeandroid at the centre. Valleys are shallow, with flat floors. Columellae are usually in two rows except at valley ends, or are distributed evenly on flat areas.",Colour:,Usually brown or green. Valley floors and walls are usually of contrasting colours.,Habitat:,Upper reef slopes protected from wave action.,Abundance:,Frequently a dominant species and may form extensive single species stands.
Lobophyllia hemprichii,"(Ehrenberg, 1834)",Characters:,"Colonies are flat to hemispherical and may be over 5 metres across. Several colonies (which may be different colours and have polyp mantles of different texture) may grow together to form a single composite stand. Colonies are phaceloid to flabello-meandroid, the latter with valleys dividing irregularly as growing space permits. Septa taper in thickness from the wall to the columella and have tall sharp teeth. Retracted polyps are thick and fleshy, with either smooth or rough mantles.",Colour:,Uniform in colour or with two or more colours concentric to mouths or valley walls. All corallites of the same colony have the same colours.,Habitat:,Upper reef slopes.,Abundance:,Usually uncommon.
Lobophyllia pachysepta,"Chevalier, 1975",Characters:,"Colonies are flat or hemispherical, phaceloid or partly flabello-meandroid and are seldom more than 0.5 metres across. Corallites are 40-50 millimetres diameter and are circular to irregular in outline. Primary septa are thick, with three to five long lobed teeth. Columellae are large and usually diffuse. Costae are poorly developed.",Colour:,Uniformly dark green or grey with yellowish primary septa.,Habitat:,Protected upper reef slopes and lagoons.,Abundance:,Uncommon.
Lobophyllia robusta,"Yabe and Sugiyama, 1936",Characters:,"Colonies usually consist of a few corallites but may become large and hemispherical. Corallites are large, phaceloid and mostly monocentric. Septa have tall sharp teeth. Polyps are thick and fleshy, with a rough surface.",Colour:,"Blue-grey, sometimes with pale valley floors or septo-costae. All corallites of the same colony have the same colour.",Habitat:,Most reef environments.,Abundance:,Uncommon.
Lobophyllia serratus,"Veron, 2000",Characters:,"Well developed colonies are hemispherical and commonly over 2 metres across. Corallites are large (averaging 50 mm diameter), becoming flabello-meandroid, with one to three centres. Septa have tall sharp teeth. Polyps are thick and fleshy, with a rough surface. The margins of polyps are extended to form a distinct serrated rim.",Colour:,Blue-grey to mustard with white polyp margins.,Habitat:,Protected reef environments.,Abundance:,"Common, but seldom seen by divers."
Madracis asanoi,"Yabe and Sugiyama, 1936",Characters:,"This is a primarily azooxanthellate species forming extensive thickets. Colonies consist of clumps of fine twisted branches. Corallites are subcerioid, closely compacted and circular, with solid conical columellae. Usually ten septa are present. These are exsert and fused with the columella deep within the corallite. The coenosteum is covered by fine spinules. Tentacles are usually extended only at night.",Colour:,Mottled brown or green.,Habitat:,"Deep water, usually below 50 metres depth.",Abundance:,Uncommon.
Madracis asperula,"Milne Edwards and Haime, 1850",Characters:,"This is a primarily azooxanthellate species. Colonies consist of clumps of fine twisted branches, usually with encrusting bases. Corallites are subcerioid and rounded in outline, with solid conical columellae. Usually ten primary septa are present and these are fused with the columella. Secondary septa are weakly developed or absent. The coenosteum is covered by coarse spinules.",Colour:,Brown.,Habitat:,Rocky foreshores below 12 metres depth.,Abundance:,Uncommon.
Madracis carmabi,"Vermeij, Diekmann and Bak, 2003",Characters:,"Colonies are short thick branches. Corallites are rounded, approximately 10 mm diaeter, not exsert except for primary septa of which there are 10. A second cycle may be formed. Primary septa fuse with the columella which are large solid domes. Small paliform lobes are usually present. Costae are indistinct. A row of coenosteum spinules occure midway between corallites.",Colour:,Greenish-yellow with green polyps.,Habitat:,Reef habitats.,Abundance:,Sometimes common.
Madracis decactis,"(Lyman, 1859)",Characters:,"Colonies are nodular, laminar or encrusting. Nodules are usually flattened in section and club-shaped. Corallites are widely separated and circular to angular in outline, with a solid conical columella. Usually ten septa are present and these are fused with the columella. The coenosteum has fine spinules which sometimes form a ridge between the corallites.",Colour:,Pale to dark greenish-brown or yellowish-green with pale branch tips. Bluish-grey in Brazil. Oral discs are usually not distinctive.,Habitat:,"Usually occurs in shallow water, but also found in low light conditions.",Abundance:,Uncommon.
Madracis formosa,"Wells, 1973",Characters:,"Colonies are usually columnar. The columns are club-shaped, sometimes divide, and are slightly flattened in section. Corallites are widely separated, circular in outline, with a solid conical columella. Eight primary septa are distinctive. The coenosteum has fine spinules.",Colour:,Usually green with yellow oral discs.,Habitat:,Lower reef slopes protected from wave action.,Abundance:,Rare.
Madracis kirbyi,"Veron and Pichon, 1976",Characters:,"Colonies are submassive, encrusting, nodular or columnar, columns being club-shaped. Corallites are subcerioid, closely compacted and angular in outline, with solid conical columellae. Usually ten septa are present and these are fused with the columella. The coenosteum is covered by fine spinules. Tentacles are usually extended only at night.",Colour:,"The oral disc is green or white, the coenosteum mottled brown and reddish-brown.",Habitat:,Most reef environments but especially turbid ones.,Abundance:,Common.
Madracis mirabilis,"(Duchassaing & Michelotti, 1860)",Characters:,"Colonies are branching. Corallites are widely separated, sometimes angular in outline, with a solid conical columella. Usually ten septa are present and these are fused with the columella. The coenosteum has fine spinules which sometimes form a ridge between corallites. Tentacles are extended day and night.",Colour:,"Light yellow, cream or pale brown.",Habitat:,Shallow reef environments.,Abundance:,Rare except in caves.
Madracis pharensis,"(Heller, 1868)",Characters:,"This is usually an azooxanthellate species in the Mediterranean, but usually zooxanthellate on the American coast. Colonies are encrusting or nodular. Corallites are compact and slightly polygonal in outline. Septa are in two, alternating, cycles. Ten primary septa are fused with the columella. The second cycle is shorter but well developed.",Colour:,"Red, pink, grey or green, partly depending on the presence or absence of zooxanthellae.",Habitat:,Deep water.,Abundance:,Rare.
Madracis senaria,"Wells, 1973",Characters:,Colonies are encrusting. Corallites are widely separated and circular in outline. They have six exsert septa which are fused with the columella. A second cycle of septa is rudimentary. The coenosteum has fine blisters.,Colour:,Unknown.,Habitat:,Deep water.,Abundance:,Usually uncommon.
Manicina areolata,"(Linnaeus, 1758)",Characters:,Colonies are either free-living or attached; the former have a cone-shaped undersurface. Small colonies are oval shaped and consist of a central axial valley with short side valleys. Larger colonies are hemispherical and meandroid. There is a conspicuous ambulacral groove along the tops of valley walls. Septa are thick and even.,Colour:,"Usually uniform pale orange-brown but may be a variety of browns, greys and greens with contrasting colours of valleys and walls.",Habitat:,"Subtidal seagrass beds where colonies are small and free-living, also shallow reef environments where colonies are attached and become hemispherical.",Abundance:,Sometimes locally common.
Meandrina brasiliensis,"(Milne Edwards and Haime, 1848)",Characters:,Colonies are mostly free living. They have short flabello-meandroid valleys with wavy margins. Colonies may consist of one valley or a few valleys radiating from the original point of growth. Septo-costae tend to be in two neatly alternating orders.,Colour:,Tan or yellowish-brown.,Habitat:,Clear protected water with horizontal or rubble substrates.,Abundance:,Common.
Meandrina danae,"(Milne Edwards and Haime, 1848)",Characters:,"Colonies are free-living or have a basal attachment and consist of a single short valley. Septa are solid, in two unequal orders, have smooth sides and edges except for some lobed dentation near the columella, which is solid and conspicuous. The wall is thin and solid.",Colour:,Greenish-yellow.,Habitat:,Reef habitats.,Abundance:,Uncommon.
Meandrina jacksoni,"Pinzón and Weil, 2011",Characters:,"Colonies are up to 1 m wide, submassive to encrusting with radiating or sinuous valleys. Septa are solid, thin, regularly spaced with smooth sides and edges, not conspicuously exsert. There is no ambulacral groove.",Colour:,Pale cream or yellow.,Habitat:,Reef habitats.,Abundance:,Usually uncommon but conspicuous.
Meandrina meandrites,"(Linnaeus, 1758)",Characters:,"Colonies are submassive and meandroid, often forming thick plates. Valleys radiate from the original point of growth and divide at regular intervals maintaining a constant width. Septo-costae of adjacent valleys are seldom joined at the top of valley walls and are evenly spaced. Orders alternate at the colony periphery and sometimes elsewhere.",Colour:,Grey or pale brown.,Habitat:,Most reef environments.,Abundance:,"Usually common, rare in the Red Sea."
Merulina ampliata,"(Ellis and Solander, 1786)",Characters:,"Colonies are laminar or subarborescent, with these different growth-forms characteristically occurring together in large colonies. However, colonies may be composed only of plates or, in shallow water, primarily of branches. Valleys are short, straight, and spread in a fan before dividing. They radiate from the colony centre on flat surfaces, but are highly contorted on branches. Flat surfaces often have concentric growth lines. Tentacles are usually extended only at night.",Colour:,"A variety of pale colours, usually blue (which may photograph pink) or pale brown.",Habitat:,"A wide variety of reef environments, especially lagoons.",Abundance:,Common.
Merulina scabricula,"Dana, 1846",Characters:,"Colonies are laminar or subarborescent, with these different growth-forms characteristically occurring together in large colonies. Valleys are short, straight, and spread in a fan before dividing. They radiate from the colony centre on flat surfaces, but are highly contorted on branches. Flat surfaces often have concentric growth lines. Tentacles are extended only at night. Well developed colonies always have some branch development.",Colour:,Blue or pale brown with blue margins (which may photograph pink). Tentacles are extended only at night.,Habitat:,"A wide variety of reef environments, especially lagoons and upper slopes.",Abundance:,"Common, but less conspicuous than other ."
Merulina scheeri,"Head, 1983",Characters:,"Colonies are thick plates up to 300 millimetres across, which usually slope downwards, parallel to steeply sloping substrates. Small upgrowths sometimes occur but are seldom the dominant growth-form. Corallites are mostly monocentric or form short radiating valleys towards the colony margins. Walls are low, broad and evenly rounded.",Colour:,Orange- to greenish-brown.,Habitat:,"Crevices usually below 10 metres depth, silted slopes and lagoons.",Abundance:,"Uncommon in mainland Japan, rare elsewhere."
Micromussa amakusensis,"(Veron, 1990)",Characters:,Colonies are cerioid with neat angular corallites up to 8 millimetres diameter. Septa have 1-3 large teeth. Colonies have a thick fleshy mantle usually covered with fine papillae.,Colour:,"Brick-red or green in northern Japan, grey elsewhere.",Habitat:,Protected reef environments and rocky foreshores.,Abundance:,Uncommon.
Micromussa diminuta,"Veron, 2000",Characters:,"Colonies are massive and cerioid, with pentagonal or hexagonal corallites 3-4 millimetres diameter. Walls are thin. Septa are beaded and columellae are poorly developed. Colonies do not have thick fleshy tissue over the skeleton.",Colour:,"Brown, with pale grey centres. The surface is usually speckled white.",Habitat:,Shallow reef environments.,Abundance:,Rare.
Micromussa minuta,"(Moll and Best, 1984)",Characters:,"Colonies are massive, cerioid, with circular corallites 5-6 millimetres diameter. Walls are thick. Septa are beaded and columellae are poorly developed. Colonies do not have thick fleshy tissue over the skeleton. Colonies may have 'groove and tubercle' structures separating corallites.",Colour:,Pale grey.,Habitat:,Shallow reef environments.,Abundance:,Common.
Montastraea cavernosa,"(Linnaeus, 1767)",Characters:,"Colonies are massive, forming boulders or domes, or are flat plates. Corallites are variable, but are usually conical and exsert. Long and short septa strongly alternate, with alternate septa joined to the columella.",Colour:,"Commonly green, brown, grey, or orange.",Habitat:,"All reef environments, especially lower slopes.",Abundance:,Possibly extinct.
Montigyra kenti,"Matthai, 1928",Characters:,This species and genus is known from a single specimen. It is hemispherical and submeandroid with groups of septa fused into monticules. Septa are thin and compact.,Colour:,Not recorded.,Habitat:,Not recorded.,Abundance:,Common; may be a dominant species on sheltered upper reef slopes.
Montipora aequituberculata,"Bernard, 1897",Characters:,Colonies are encrusting or composed of thin unifacial laminae often arranged in oblique overlapping whorls and sometimes forming tubes. Corallites are immersed or exsert and are surrounded by thecal papillae. These are frequently fused into short ridges near margins and may form hoods over the corallites. Coenosteum papillae are thick and fused.,Colour:,"Usually a uniform brown, cream or purple, with pale margins. Sometimes brightly coloured.",Habitat:,Shallow reef environments.,Abundance:,Common.
